model	ndcg@10	time_per_doc
trees_300_leaves_64	0.3234881	3.0171199999999997e-05
trees_300_leaves_64	0.8259753	3.0171199999999997e-05
trees_300_leaves_64	0.6280654	3.0171199999999997e-05
trees_300_leaves_64	0.6447427	3.0171199999999997e-05
trees_300_leaves_64	0.90005547	3.0171199999999997e-05
trees_300_leaves_64	0.7275663	3.0171199999999997e-05
trees_300_leaves_64	0.6681949	3.0171199999999997e-05
trees_300_leaves_64	0.5010984	3.0171199999999997e-05
trees_300_leaves_64	0.3490551	3.0171199999999997e-05
trees_300_leaves_64	0.51761246	3.0171199999999997e-05
trees_300_leaves_64	0.28311613	3.0171199999999997e-05
trees_300_leaves_64	0.7468617	3.0171199999999997e-05
trees_300_leaves_64	0.64815617	3.0171199999999997e-05
trees_300_leaves_64	0.50141615	3.0171199999999997e-05
trees_300_leaves_64	0.30592853	3.0171199999999997e-05
trees_300_leaves_64	0.4841287	3.0171199999999997e-05
trees_300_leaves_64	0.45463973	3.0171199999999997e-05
trees_300_leaves_64	0.27990493	3.0171199999999997e-05
trees_300_leaves_64	0.26535413	3.0171199999999997e-05
trees_300_leaves_64	0.29319635	3.0171199999999997e-05
trees_300_leaves_64	0.6544633	3.0171199999999997e-05
trees_300_leaves_64	0.6030966	3.0171199999999997e-05
trees_300_leaves_64	0.6196822	3.0171199999999997e-05
trees_300_leaves_64	0.30342212	3.0171199999999997e-05
trees_300_leaves_64	0.39938545	3.0171199999999997e-05
trees_300_leaves_64	0.51208705	3.0171199999999997e-05
trees_300_leaves_64	0.62964123	3.0171199999999997e-05
trees_300_leaves_64	0.6999726	3.0171199999999997e-05
trees_300_leaves_64	0.45134157	3.0171199999999997e-05
trees_300_leaves_64	0.37352735	3.0171199999999997e-05
trees_300_leaves_64	0.78934544	3.0171199999999997e-05
trees_300_leaves_64	0.54245675	3.0171199999999997e-05
trees_300_leaves_64	0.34175932	3.0171199999999997e-05
trees_300_leaves_64	0.18874103	3.0171199999999997e-05
trees_300_leaves_64	0.60544974	3.0171199999999997e-05
trees_300_leaves_64	0.5301025	3.0171199999999997e-05
trees_300_leaves_64	0.80676126	3.0171199999999997e-05
trees_300_leaves_64	0.74709076	3.0171199999999997e-05
trees_300_leaves_64	0.62322307	3.0171199999999997e-05
trees_300_leaves_64	0.7147978	3.0171199999999997e-05
trees_300_leaves_64	0.573867	3.0171199999999997e-05
trees_300_leaves_64	0.2043824	3.0171199999999997e-05
trees_300_leaves_64	0.20574799	3.0171199999999997e-05
trees_300_leaves_64	0.40057	3.0171199999999997e-05
trees_300_leaves_64	0.4788138	3.0171199999999997e-05
trees_300_leaves_64	0.5610669	3.0171199999999997e-05
trees_300_leaves_64	0.706327	3.0171199999999997e-05
trees_300_leaves_64	0.5707681	3.0171199999999997e-05
trees_300_leaves_64	0.4780803	3.0171199999999997e-05
trees_300_leaves_64	0.6837799	3.0171199999999997e-05
trees_300_leaves_64	0.60390943	3.0171199999999997e-05
trees_300_leaves_64	0.74574304	3.0171199999999997e-05
trees_300_leaves_64	0.7910458	3.0171199999999997e-05
trees_300_leaves_64	0.298914	3.0171199999999997e-05
trees_300_leaves_64	0.54783744	3.0171199999999997e-05
trees_300_leaves_64	0.73810863	3.0171199999999997e-05
trees_300_leaves_64	0.6943183	3.0171199999999997e-05
trees_300_leaves_64	0.3562072	3.0171199999999997e-05
trees_300_leaves_64	0.6009472	3.0171199999999997e-05
trees_300_leaves_64	0.29207823	3.0171199999999997e-05
trees_300_leaves_64	0.14717624	3.0171199999999997e-05
trees_300_leaves_64	0.82312036	3.0171199999999997e-05
trees_300_leaves_64	0.7574495	3.0171199999999997e-05
trees_300_leaves_64	0.5926974	3.0171199999999997e-05
trees_300_leaves_64	0.5016957	3.0171199999999997e-05
trees_300_leaves_64	0.6622458	3.0171199999999997e-05
trees_300_leaves_64	0.5749994	3.0171199999999997e-05
trees_300_leaves_64	0.43524665	3.0171199999999997e-05
trees_300_leaves_64	0.5322126	3.0171199999999997e-05
trees_300_leaves_64	0.28946152	3.0171199999999997e-05
trees_300_leaves_64	0.25832975	3.0171199999999997e-05
trees_300_leaves_64	0.6329015	3.0171199999999997e-05
trees_300_leaves_64	0.31077054	3.0171199999999997e-05
trees_300_leaves_64	0.5681384	3.0171199999999997e-05
trees_300_leaves_64	0.8158471	3.0171199999999997e-05
trees_300_leaves_64	0.41752908	3.0171199999999997e-05
trees_300_leaves_64	0.5488137	3.0171199999999997e-05
trees_300_leaves_64	0.45302787	3.0171199999999997e-05
trees_300_leaves_64	0.21637695	3.0171199999999997e-05
trees_300_leaves_64	0.40920943	3.0171199999999997e-05
trees_300_leaves_64	0.7861528	3.0171199999999997e-05
trees_300_leaves_64	0.22199295	3.0171199999999997e-05
trees_300_leaves_64	0.46324167	3.0171199999999997e-05
trees_300_leaves_64	0.055040233	3.0171199999999997e-05
trees_300_leaves_64	0.28992152	3.0171199999999997e-05
trees_300_leaves_64	0.90135264	3.0171199999999997e-05
trees_300_leaves_64	0.8252882	3.0171199999999997e-05
trees_300_leaves_64	0.5204475	3.0171199999999997e-05
trees_300_leaves_64	0.0	3.0171199999999997e-05
trees_300_leaves_64	0.7621119	3.0171199999999997e-05
trees_300_leaves_64	0.47650865	3.0171199999999997e-05
trees_300_leaves_64	0.5629121	3.0171199999999997e-05
trees_300_leaves_64	0.53248584	3.0171199999999997e-05
trees_300_leaves_64	0.11584705	3.0171199999999997e-05
trees_300_leaves_64	0.5654822	3.0171199999999997e-05
trees_300_leaves_64	0.2987133	3.0171199999999997e-05
trees_300_leaves_64	0.81713253	3.0171199999999997e-05
trees_300_leaves_64	0.48583815	3.0171199999999997e-05
