model	ndcg@10	time_per_doc
trees_100_leaves_8	0.28104103	1.98292e-06
trees_100_leaves_8	0.79923844	1.98292e-06
trees_100_leaves_8	0.7541581	1.98292e-06
trees_100_leaves_8	0.7705913	1.98292e-06
trees_100_leaves_8	0.9072032	1.98292e-06
trees_100_leaves_8	0.677822	1.98292e-06
trees_100_leaves_8	0.6597719	1.98292e-06
trees_100_leaves_8	0.51590765	1.98292e-06
trees_100_leaves_8	0.33986303	1.98292e-06
trees_100_leaves_8	0.52350706	1.98292e-06
trees_100_leaves_8	0.3344488	1.98292e-06
trees_100_leaves_8	0.7755467	1.98292e-06
trees_100_leaves_8	0.67617303	1.98292e-06
trees_100_leaves_8	0.6260585	1.98292e-06
trees_100_leaves_8	0.28834257	1.98292e-06
trees_100_leaves_8	0.51199865	1.98292e-06
trees_100_leaves_8	0.45797643	1.98292e-06
trees_100_leaves_8	0.27215335	1.98292e-06
trees_100_leaves_8	0.13434629	1.98292e-06
trees_100_leaves_8	0.46765053	1.98292e-06
trees_100_leaves_8	0.59940684	1.98292e-06
trees_100_leaves_8	0.6609927	1.98292e-06
trees_100_leaves_8	0.6123363	1.98292e-06
trees_100_leaves_8	0.3701409	1.98292e-06
trees_100_leaves_8	0.3138511	1.98292e-06
trees_100_leaves_8	0.5527165	1.98292e-06
trees_100_leaves_8	0.48228514	1.98292e-06
trees_100_leaves_8	0.6406143	1.98292e-06
trees_100_leaves_8	0.52740246	1.98292e-06
trees_100_leaves_8	0.21495733	1.98292e-06
trees_100_leaves_8	0.7469316	1.98292e-06
trees_100_leaves_8	0.6430166	1.98292e-06
trees_100_leaves_8	0.3458369	1.98292e-06
trees_100_leaves_8	0.17143673	1.98292e-06
trees_100_leaves_8	0.6289859	1.98292e-06
trees_100_leaves_8	0.44231808	1.98292e-06
trees_100_leaves_8	0.82525	1.98292e-06
trees_100_leaves_8	0.8047399	1.98292e-06
trees_100_leaves_8	0.51148915	1.98292e-06
trees_100_leaves_8	0.6748334	1.98292e-06
trees_100_leaves_8	0.40867972	1.98292e-06
trees_100_leaves_8	0.3065736	1.98292e-06
trees_100_leaves_8	0.1012249	1.98292e-06
trees_100_leaves_8	0.3961295	1.98292e-06
trees_100_leaves_8	0.52103335	1.98292e-06
trees_100_leaves_8	0.5635778	1.98292e-06
trees_100_leaves_8	0.701385	1.98292e-06
trees_100_leaves_8	0.63067627	1.98292e-06
trees_100_leaves_8	0.33215937	1.98292e-06
trees_100_leaves_8	0.42921224	1.98292e-06
trees_100_leaves_8	0.5606114	1.98292e-06
trees_100_leaves_8	0.60601246	1.98292e-06
trees_100_leaves_8	0.71382123	1.98292e-06
trees_100_leaves_8	0.2141697	1.98292e-06
trees_100_leaves_8	0.5193556	1.98292e-06
trees_100_leaves_8	0.68062377	1.98292e-06
trees_100_leaves_8	0.66945153	1.98292e-06
trees_100_leaves_8	0.3868528	1.98292e-06
trees_100_leaves_8	0.326493	1.98292e-06
trees_100_leaves_8	0.0	1.98292e-06
trees_100_leaves_8	0.43222126	1.98292e-06
trees_100_leaves_8	0.8261253	1.98292e-06
trees_100_leaves_8	0.73441726	1.98292e-06
trees_100_leaves_8	0.64295757	1.98292e-06
trees_100_leaves_8	0.4863776	1.98292e-06
trees_100_leaves_8	0.658323	1.98292e-06
trees_100_leaves_8	0.54697907	1.98292e-06
trees_100_leaves_8	0.43941453	1.98292e-06
trees_100_leaves_8	0.4264088	1.98292e-06
trees_100_leaves_8	0.43846777	1.98292e-06
trees_100_leaves_8	0.4138836	1.98292e-06
trees_100_leaves_8	0.6531053	1.98292e-06
trees_100_leaves_8	0.2814997	1.98292e-06
trees_100_leaves_8	0.4251662	1.98292e-06
trees_100_leaves_8	0.8484333	1.98292e-06
trees_100_leaves_8	0.5065279	1.98292e-06
trees_100_leaves_8	0.68965846	1.98292e-06
trees_100_leaves_8	0.41744652	1.98292e-06
trees_100_leaves_8	0.2413678	1.98292e-06
trees_100_leaves_8	0.24206372	1.98292e-06
trees_100_leaves_8	0.7897908	1.98292e-06
trees_100_leaves_8	0.29234478	1.98292e-06
trees_100_leaves_8	0.57609695	1.98292e-06
trees_100_leaves_8	0.1236845	1.98292e-06
