model	ndcg@10	time_per_doc
trees_300_leaves_16	0.30647027	7.12762e-06
trees_300_leaves_16	0.823946	7.12762e-06
trees_300_leaves_16	0.68368167	7.12762e-06
trees_300_leaves_16	0.80080074	7.12762e-06
trees_300_leaves_16	0.888324	7.12762e-06
trees_300_leaves_16	0.74912125	7.12762e-06
trees_300_leaves_16	0.5474322	7.12762e-06
trees_300_leaves_16	0.46545333	7.12762e-06
trees_300_leaves_16	0.30639032	7.12762e-06
trees_300_leaves_16	0.4589238	7.12762e-06
trees_300_leaves_16	0.31327313	7.12762e-06
trees_300_leaves_16	0.7468617	7.12762e-06
trees_300_leaves_16	0.6135635	7.12762e-06
trees_300_leaves_16	0.59078836	7.12762e-06
trees_300_leaves_16	0.28745013	7.12762e-06
trees_300_leaves_16	0.44979277	7.12762e-06
trees_300_leaves_16	0.44831535	7.12762e-06
trees_300_leaves_16	0.27215335	7.12762e-06
trees_300_leaves_16	0.21278428	7.12762e-06
trees_300_leaves_16	0.47971994	7.12762e-06
trees_300_leaves_16	0.67801356	7.12762e-06
trees_300_leaves_16	0.6858394	7.12762e-06
trees_300_leaves_16	0.6330126	7.12762e-06
trees_300_leaves_16	0.33905947	7.12762e-06
trees_300_leaves_16	0.38450617	7.12762e-06
trees_300_leaves_16	0.52801704	7.12762e-06
trees_300_leaves_16	0.52919745	7.12762e-06
trees_300_leaves_16	0.68288743	7.12762e-06
trees_300_leaves_16	0.44604537	7.12762e-06
trees_300_leaves_16	0.17034964	7.12762e-06
trees_300_leaves_16	0.7746772	7.12762e-06
trees_300_leaves_16	0.5545672	7.12762e-06
trees_300_leaves_16	0.37664667	7.12762e-06
trees_300_leaves_16	0.22848445	7.12762e-06
trees_300_leaves_16	0.61354786	7.12762e-06
trees_300_leaves_16	0.47577813	7.12762e-06
trees_300_leaves_16	0.8459275	7.12762e-06
trees_300_leaves_16	0.74709076	7.12762e-06
trees_300_leaves_16	0.57948583	7.12762e-06
trees_300_leaves_16	0.6930052	7.12762e-06
trees_300_leaves_16	0.3300451	7.12762e-06
trees_300_leaves_16	0.23719771	7.12762e-06
trees_300_leaves_16	0.29181454	7.12762e-06
trees_300_leaves_16	0.5472514	7.12762e-06
trees_300_leaves_16	0.47506696	7.12762e-06
trees_300_leaves_16	0.6090457	7.12762e-06
trees_300_leaves_16	0.6948569	7.12762e-06
trees_300_leaves_16	0.75706327	7.12762e-06
trees_300_leaves_16	0.46139652	7.12762e-06
trees_300_leaves_16	0.65667415	7.12762e-06
trees_300_leaves_16	0.4921865	7.12762e-06
trees_300_leaves_16	0.65311027	7.12762e-06
trees_300_leaves_16	0.79930055	7.12762e-06
trees_300_leaves_16	0.28804278	7.12762e-06
trees_300_leaves_16	0.5569418	7.12762e-06
