model	ndcg@10	time_per_doc
trees_150_leaves_64	0.2791249	1.4562600000000002e-05
trees_150_leaves_64	0.8223067	1.4562600000000002e-05
trees_150_leaves_64	0.6668665	1.4562600000000002e-05
trees_150_leaves_64	0.8466679	1.4562600000000002e-05
trees_150_leaves_64	0.8930028	1.4562600000000002e-05
trees_150_leaves_64	0.7547661	1.4562600000000002e-05
trees_150_leaves_64	0.5991997	1.4562600000000002e-05
trees_150_leaves_64	0.45376506	1.4562600000000002e-05
trees_150_leaves_64	0.30189812	1.4562600000000002e-05
trees_150_leaves_64	0.484919	1.4562600000000002e-05
trees_150_leaves_64	0.30113077	1.4562600000000002e-05
trees_150_leaves_64	0.7325192	1.4562600000000002e-05
trees_150_leaves_64	0.659855	1.4562600000000002e-05
trees_150_leaves_64	0.53464353	1.4562600000000002e-05
trees_150_leaves_64	0.25772616	1.4562600000000002e-05
trees_150_leaves_64	0.4693193	1.4562600000000002e-05
trees_150_leaves_64	0.47952363	1.4562600000000002e-05
trees_150_leaves_64	0.3228059	1.4562600000000002e-05
trees_150_leaves_64	0.31882274	1.4562600000000002e-05
trees_150_leaves_64	0.42288977	1.4562600000000002e-05
trees_150_leaves_64	0.68184566	1.4562600000000002e-05
trees_150_leaves_64	0.6243984	1.4562600000000002e-05
trees_150_leaves_64	0.64085793	1.4562600000000002e-05
trees_150_leaves_64	0.3118808	1.4562600000000002e-05
trees_150_leaves_64	0.4916181	1.4562600000000002e-05
trees_150_leaves_64	0.5027353	1.4562600000000002e-05
trees_150_leaves_64	0.5868544	1.4562600000000002e-05
trees_150_leaves_64	0.75495756	1.4562600000000002e-05
trees_150_leaves_64	0.51180124	1.4562600000000002e-05
trees_150_leaves_64	0.3406993	1.4562600000000002e-05
trees_150_leaves_64	0.7791738	1.4562600000000002e-05
trees_150_leaves_64	0.6130404	1.4562600000000002e-05
trees_150_leaves_64	0.41421998	1.4562600000000002e-05
trees_150_leaves_64	0.33823884	1.4562600000000002e-05
trees_150_leaves_64	0.6185192	1.4562600000000002e-05
trees_150_leaves_64	0.5031822	1.4562600000000002e-05
trees_150_leaves_64	0.84407413	1.4562600000000002e-05
trees_150_leaves_64	0.7416418	1.4562600000000002e-05
trees_150_leaves_64	0.5194772	1.4562600000000002e-05
trees_150_leaves_64	0.6123483	1.4562600000000002e-05
trees_150_leaves_64	0.46968257	1.4562600000000002e-05
trees_150_leaves_64	0.23719771	1.4562600000000002e-05
trees_150_leaves_64	0.08481246	1.4562600000000002e-05
trees_150_leaves_64	0.4565543	1.4562600000000002e-05
trees_150_leaves_64	0.46852893	1.4562600000000002e-05
trees_150_leaves_64	0.5448571	1.4562600000000002e-05
trees_150_leaves_64	0.6617789	1.4562600000000002e-05
trees_150_leaves_64	0.829417	1.4562600000000002e-05
trees_150_leaves_64	0.47976735	1.4562600000000002e-05
trees_150_leaves_64	0.60966223	1.4562600000000002e-05
trees_150_leaves_64	0.54310083	1.4562600000000002e-05
trees_150_leaves_64	0.7233841	1.4562600000000002e-05
trees_150_leaves_64	0.7301132	1.4562600000000002e-05
trees_150_leaves_64	0.21671346	1.4562600000000002e-05
trees_150_leaves_64	0.5284599	1.4562600000000002e-05
trees_150_leaves_64	0.80698466	1.4562600000000002e-05
trees_150_leaves_64	0.6943183	1.4562600000000002e-05
trees_150_leaves_64	0.5	1.4562600000000002e-05
trees_150_leaves_64	0.59590024	1.4562600000000002e-05
trees_150_leaves_64	0.0	1.4562600000000002e-05
trees_150_leaves_64	0.18095838	1.4562600000000002e-05
trees_150_leaves_64	0.8069227	1.4562600000000002e-05
trees_150_leaves_64	0.83696	1.4562600000000002e-05
trees_150_leaves_64	0.5296017	1.4562600000000002e-05
trees_150_leaves_64	0.47638398	1.4562600000000002e-05
trees_150_leaves_64	0.6271681	1.4562600000000002e-05
trees_150_leaves_64	0.5584178	1.4562600000000002e-05
trees_150_leaves_64	0.42898884	1.4562600000000002e-05
trees_150_leaves_64	0.3892639	1.4562600000000002e-05
trees_150_leaves_64	0.29877937	1.4562600000000002e-05
trees_150_leaves_64	0.3468533	1.4562600000000002e-05
trees_150_leaves_64	0.6336076	1.4562600000000002e-05
trees_150_leaves_64	0.31575108	1.4562600000000002e-05
trees_150_leaves_64	0.6417107	1.4562600000000002e-05
trees_150_leaves_64	0.8433924	1.4562600000000002e-05
trees_150_leaves_64	0.39635637	1.4562600000000002e-05
trees_150_leaves_64	0.6004508	1.4562600000000002e-05
trees_150_leaves_64	0.4043106	1.4562600000000002e-05
trees_150_leaves_64	0.27585018	1.4562600000000002e-05
trees_150_leaves_64	0.42677185	1.4562600000000002e-05
trees_150_leaves_64	0.79734117	1.4562600000000002e-05
trees_150_leaves_64	0.25480992	1.4562600000000002e-05
trees_150_leaves_64	0.5558533	1.4562600000000002e-05
trees_150_leaves_64	0.0470558	1.4562600000000002e-05
trees_150_leaves_64	0.22341132	1.4562600000000002e-05
trees_150_leaves_64	0.7756147	1.4562600000000002e-05
trees_150_leaves_64	0.9427098	1.4562600000000002e-05
trees_150_leaves_64	0.5344555	1.4562600000000002e-05
trees_150_leaves_64	0.0	1.4562600000000002e-05
trees_150_leaves_64	0.74866635	1.4562600000000002e-05
trees_150_leaves_64	0.528811	1.4562600000000002e-05
trees_150_leaves_64	0.58546466	1.4562600000000002e-05
trees_150_leaves_64	0.5444487	1.4562600000000002e-05
trees_150_leaves_64	0.13105017	1.4562600000000002e-05
trees_150_leaves_64	0.57590324	1.4562600000000002e-05
trees_150_leaves_64	0.31283772	1.4562600000000002e-05
trees_150_leaves_64	0.83648014	1.4562600000000002e-05
trees_150_leaves_64	0.3798419	1.4562600000000002e-05
trees_150_leaves_64	0.0	1.4562600000000002e-05
trees_150_leaves_64	0.50806046	1.4562600000000002e-05
trees_150_leaves_64	0.18030524	1.4562600000000002e-05
trees_150_leaves_64	0.72589386	1.4562600000000002e-05
trees_150_leaves_64	0.51181525	1.4562600000000002e-05
trees_150_leaves_64	0.56390345	1.4562600000000002e-05
trees_150_leaves_64	0.339098	1.4562600000000002e-05
trees_150_leaves_64	0.67693233	1.4562600000000002e-05
trees_150_leaves_64	0.49663466	1.4562600000000002e-05
trees_150_leaves_64	0.16879675	1.4562600000000002e-05
trees_150_leaves_64	0.4992356	1.4562600000000002e-05
